Gender,customer_age,years_in_operation,has_insurance,active_loan_holder,has_internet_banking,has_debit_card,credit_card_ownership,compliance_income_tax,current_problem_cash_flow,liquidity_constraint,uses_informal_lender,uses_friends_family_savings,funding_access_barrier,mobile_wallet_access,extends_customer_credit,inventory_shrinkage_risk,financial_tracking,log_gross_income,log_operating_expense,log_business_sales,profit_margin,revenue_efficiency,financial_stress_score,formality_score,digital_access_score,insurance_gap,extends_credit,subcluster
Male,25.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,No,No,13.122365377402328,11.849404844423074,15.607270193858982,1.2729605329792548,0.7901578780993581,1.0,0.0,0,0,1,Young_Hustlers
Male,23.0,10.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,No,Yes,Yes - always,14.316286451937186,13.815511557963774,14.316286451937186,0.5007748939734125,0.9347100223583555,2.0,0.0,0,1,0,Young_Hustlers
Female,36.0,11.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Have now,No,Have now,Yes - sometimes,Yes,No,13.28787951079572,12.100717685412471,13.199326270390594,1.1871618253832494,0.9358105629634355,2.0,0.0,1,1,1,Young_Hustlers
Male,55.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,Yes,No,11.849404844423074,12.976183182038383,13.235693848424024,-1.1267783376153098,0.8323728348326958,1.0,0.0,0,1,1,Mature_Informal
Male,33.0,14.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,Yes,Have now,Yes - sometimes,No,Yes - always,13.45883704259595,11.918397239722838,13.42246945133505,1.540439802873113,0.9331853388914685,4.0,0.0,1,0,1,Mature_Informal
Female,47.0,10.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,No,No,Yes - always,9.210440366976517,8.517393171418904,8.987321812850125,0.6930471955576127,0.9222132358973315,1.0,0.0,0,0,0,Mature_Informal
Female,40.0,7.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,Yes - sometimes,No,No,13.28787951079572,11.918397239722838,15.607270193858982,1.369482271072883,0.80012424412227,1.0,0.0,0,0,1,Young_Hustlers
Male,21.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,No,No,13.710151153416941,9.90353755128617,10.308985993422082,3.8066136021307706,1.212323647884214,1.0,0.0,0,0,1,Young_Hustlers
Female,31.0,8.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,No,9.61587214452889,9.15915233520675,8.517393171418904,0.4567198093221396,1.0103472633037502,1.0,0.0,1,0,1,Young_Hustlers
Male,40.0,5.0,No,Never had,Never had,Have now,Never had,Yes,Yes,Yes,Never had,Have now,No,Have now,Yes - sometimes,No,No,14.648420115681892,12.206077645517674,16.300417291085605,2.4423424701642187,0.8467090630946683,3.0,2.0,1,0,1,Formal_High_Earners
Male,23.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,Yes - always,11.918397239722838,13.910821646859095,14.648420115681892,-1.992424407136257,0.7616358170099834,2.0,0.0,1,1,1,Young_Hustlers
Male,34.0,6.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,Yes - always,10.819798284210286,11.599112335481124,10.308985993422082,-0.7793140512708376,0.9567434507836216,2.0,0.0,1,1,1,Young_Hustlers
Male,38.0,5.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Yes,Yes - always,13.017005083966255,10.819798284210286,13.017005083966255,2.1972067997559694,0.9286580839480555,2.0,1.0,0,1,1,Formal_High_Earners
Male,72.0,32.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,No,Yes - always,9.210440366976517,11.338583982516495,12.611541086966115,-2.1281436155399778,0.6766640388571488,2.0,0.0,0,0,1,Mature_Informal
Male,62.0,9.0,No,Have now,Never had,Have now,Have now,No,Yes,Yes,Never had,Have now,No,Have now,No,Yes,Yes - always,14.621986870259695,12.899222326086994,17.011936294903045,1.7227645441727013,0.8117942807957507,3.0,1.0,1,1,0,Formal_High_Earners
Male,27.0,2.0,No,Never had,Never had,Have now,Have now,No,No,No,Never had,Never had,No,Have now,Yes - sometimes,No,No,13.122365377402328,12.429220196836383,12.793862088206213,0.6931451805659457,0.9513191659804968,0.0,1.0,1,0,1,Formal_High_Earners
Male,41.0,3.0,No,Never had,Never had,Used to have but don't have now,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,Yes - always,13.592368256649284,12.899222326086994,16.072051817168948,0.6931459305622898,0.7961766050276259,1.0,0.0,1,1,1,Young_Hustlers
Male,23.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Have now,No,Used to have but don't have now,Yes - sometimes,Yes,No,12.899222326086994,13.081543466215237,15.46416937585933,-0.1823211401282432,0.7834724018935656,2.0,0.0,0,1,1,Young_Hustlers
Female,38.0,4.0,No,Never had,Never had,Have now,Have now,Yes,No,Yes,Never had,Never had,No,Have now,No,No,Yes - always,11.51293546492023,12.899222326086994,15.201805169084134,-1.3862868611667647,0.7105958468682808,1.0,2.0,1,0,0,Formal_High_Earners
Female,36.0,7.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,No,Yes - always,13.235693848424024,12.899222326086994,15.720598861308845,0.33647152233703004,0.7915801316812386,1.0,0.0,1,0,0,Young_Hustlers
Male,32.0,11.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,No,No,No,10.463131911491967,11.58989576532275,9.90353755128617,-1.1267638538307825,0.9596089216254174,1.0,0.0,0,0,0,Young_Hustlers
Male,36.0,2.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,No,Have now,Yes - sometimes,Yes,Yes - always,12.25486757159303,9.90353755128617,15.424948670398354,2.3513300203068592,0.7461129905190633,3.0,0.0,1,1,1,Young_Hustlers
Male,32.0,10.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Used to have but don't have now,Yes - sometimes,No,No,11.695255355062795,6.2166061010848646,8.294299608857235,5.47864925397793,1.2583256240112497,2.0,0.0,0,0,1,Young_Hustlers
Male,40.0,11.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Used to have but don't have now,Yes,Have now,Yes - sometimes,Yes,No,9.90353755128617,8.699681400989514,9.305741456739435,1.203856150296657,0.9609728317810415,3.0,0.0,1,1,1,Mature_Informal
Male,24.0,1.0,No,Never had,Never had,Used to have but don't have now,Never had,Yes,Yes,Yes,Never had,Have now,No,Have now,Yes - sometimes,No,Yes - always,13.527829818844937,15.789591722875162,16.012735246411598,-2.261761904030225,0.7951590160493615,3.0,1.0,1,0,1,Formal_High_Earners
Male,44.0,10.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,Yes,Have now,Yes - sometimes,Yes,No,11.695255355062795,12.100717685412471,12.899222326086994,-0.4054623303496765,0.8414323536009892,4.0,0.0,1,1,1,Mature_Informal
Female,36.0,15.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Have now,No,Have now,Yes - sometimes,Yes,No,11.918397239722838,11.775297421715827,12.206077645517674,0.14309981800701088,0.9024933488686633,2.0,0.0,1,1,1,Mature_Informal
Male,25.0,19.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,No,Yes - always,12.611541086966115,12.013706813470414,12.899222326086994,0.5978342734957014,0.9073558787023593,1.0,0.0,1,0,0,Mature_Informal
Female,44.0,13.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,No,Yes - always,12.793862088206213,12.388398368982115,12.793862088206213,0.4054637192240982,0.9275039873818224,1.0,0.0,1,0,0,Mature_Informal
Female,36.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,No,10.308985993422082,8.517393171418904,9.210440366976517,1.791592822003178,1.0096514570286597,1.0,0.0,1,0,1,Young_Hustlers
Female,43.0,18.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Have now,No,Have now,No,No,No,13.369225017834633,10.463131911491967,15.85413023533218,2.9060931063426665,0.793231381932011,2.0,0.0,1,0,0,Mature_Informal
Female,37.0,11.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,No,Have now,Yes - sometimes,No,Yes - always,11.082157933374816,7.824445930877619,10.12667110305036,3.257712002497197,0.9959994171425324,3.0,0.0,1,0,1,Young_Hustlers
Female,28.0,8.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Never had,Yes - sometimes,Yes,Yes - always,10.819798284210286,10.12667110305036,11.225256725762893,0.6931271811599267,0.8850364885515398,0.0,0.0,0,1,1,Young_Hustlers
Female,28.0,3.0,No,Never had,Never had,Never had,Never had,Don't know,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,No,Yes - always,10.714439990727769,8.006700845440367,8.987321812850125,2.707739145287402,1.0728041202138998,2.0,0.0,0,0,1,Young_Hustlers
Female,39.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Used to have but don't have now,No,No,Yes - always,11.918397239722838,10.596659732783579,11.289794413577894,1.3217375069392592,0.9697800336314224,1.0,0.0,0,0,0,Young_Hustlers
Male,36.0,6.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,Yes,Never had,Yes - sometimes,No,Yes - always,8.517393171418904,11.918397239722838,17.011936294903045,-3.4010040683039335,0.47287493315358475,4.0,0.0,0,0,1,Young_Hustlers
Female,27.0,4.0,No,Never had,Never had,Have now,Never had,Don't know,Yes,No,Never had,Have now,Yes,Never had,Yes - sometimes,No,Yes - always,12.100717685412471,11.289794413577894,17.011936294903045,0.8109232718345769,0.671816593579486,3.0,1.0,0,0,1,Young_Hustlers
Female,35.0,15.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Have now,No,Have now,Yes - sometimes,Yes,No,11.51293546492023,11.184435286790631,11.918397239722838,0.3285001781295982,0.891204632531275,2.0,0.0,1,1,1,Mature_Informal
Male,32.0,7.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,Yes - always,13.217675375388819,12.429220196836383,15.702580358511794,0.7884551785524359,0.7913552931151122,2.0,1.0,1,0,1,Formal_High_Earners
Female,44.0,2.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,No,Have now,Yes - sometimes,No,No,11.002116507732017,8.699681400989514,9.90353755128617,2.3024351067425037,1.0090410067358568,3.0,0.0,1,0,1,Young_Hustlers
Female,32.0,3.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - always,No,No,12.429220196836383,15.068273812173887,15.424948670398354,-2.639053615337504,0.756728099810551,2.0,0.0,1,0,1,Young_Hustlers
Male,46.0,10.0,No,Never had,Never had,Have now,Never had,Yes,Yes,No,Never had,Have now,Yes,Have now,No,Yes,Yes - always,13.710151153416941,11.918397239722838,12.611541086966115,1.7917539136941034,1.0072445923515045,3.0,2.0,1,1,0,Formal_High_Earners
Male,33.0,14.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,Yes - sometimes,No,No,10.819798284210286,9.210440366976517,9.798182590890704,1.609357917233769,1.0020017899435982,1.0,0.0,0,0,1,Young_Hustlers
Male,40.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,Yes,No,10.596659732783579,9.90353755128617,10.596659732783579,0.693122181497408,0.9137682726713956,1.0,0.0,0,1,1,Young_Hustlers
Male,52.0,20.0,No,Never had,Never had,Have now,Never had,Yes,No,No,Never had,Never had,No,Have now,Yes - sometimes,No,Yes - always,14.953343880298434,15.894952224644102,17.011936294903045,-0.9416083443456689,0.8301908043351163,0.0,2.0,1,0,1,Formal_High_Earners
Male,27.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,No,No,10.933124826700707,12.948012371209098,13.235693848424024,-2.0148875445083902,0.7680078641134215,1.0,0.0,1,0,0,Young_Hustlers
Male,27.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,No,11.695255355062795,13.774689605110144,14.038654909278163,-2.079434250047349,0.7776796146740063,2.0,0.0,1,0,1,Young_Hustlers
Female,35.0,4.0,No,Never had,Never had,Have now,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,No,No,Yes - always,13.217675375388819,12.560247968016562,12.611541086966115,0.657427407372257,0.971063841407756,2.0,2.0,1,0,0,Formal_High_Earners
Male,37.0,12.0,No,Never had,Never had,Have now,Never had,Yes,No,Yes,Never had,Have now,Yes,Have now,Yes - always,Yes,Yes - always,14.77102238760702,13.652992804936396,14.731801689838349,1.1180295826706246,0.9389275735116897,3.0,2.0,1,1,1,Formal_High_Earners
Female,20.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,No,No,9.90353755128617,10.87806606028079,9.61587214452889,-0.9745285089946201,0.9328990982987831,1.0,0.0,1,0,0,Young_Hustlers
Male,38.0,9.0,No,Never had,Never had,Have now,Never had,Yes,No,Yes,Never had,Never had,Yes,Used to have but don't have now,Yes - sometimes,No,No,12.206077645517674,13.76421831620775,14.77102238760702,-1.5581406706900758,0.773956015375978,2.0,2.0,0,0,1,Formal_High_Earners
Male,38.0,18.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,Yes,Yes - always,13.592368256649284,13.592368256649284,14.508658238524095,0.0,0.8764374098389328,1.0,0.0,1,1,0,Mature_Informal
Male,42.0,10.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,Yes - sometimes,No,Yes - always,14.953343880298434,13.997832948091215,15.201805169084134,0.9555109322072184,0.9229430748144053,1.0,0.0,0,0,1,Mature_Informal
Male,29.0,2.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Never had,Yes - sometimes,No,No,9.210440366976517,9.90353755128617,9.210440366976517,-0.6930971843096536,0.9020610312524535,0.0,0.0,0,0,1,Young_Hustlers
Male,27.0,3.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Never had,Yes - sometimes,Yes,Yes - always,11.338583982516495,13.815511557963774,14.488455541410652,-2.476927575447279,0.7320667933740154,0.0,0.0,0,1,1,Young_Hustlers
Male,23.0,3.0,No,Never had,Never had,Never had,Never had,Don't know,No,No,Never had,Never had,Yes,Never had,Yes - sometimes,No,No,11.51293546492023,9.210440366976517,8.160803920954665,2.302495097943712,1.2567603852523506,1.0,0.0,0,0,1,Young_Hustlers
Male,43.0,1.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,Yes,Never had,Yes - sometimes,No,No,12.983103608918753,15.150511887854474,15.46416937585933,-2.1674082789357207,0.7885671795842489,4.0,0.0,0,0,1,Young_Hustlers
Male,41.0,21.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,No,13.081543466215237,12.388398368982115,13.081543466215237,0.6931450972331223,0.9289850574690748,1.0,0.0,1,1,1,Mature_Informal
Female,34.0,6.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Used to have but don't have now,Yes,Have now,Yes - sometimes,No,No,13.091906231773164,7.601402334583733,8.517393171418904,5.490503897189431,1.3755769038825316,1.0,0.0,1,0,1,Young_Hustlers
Male,38.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,No,14.953343880298434,8.517393171418904,9.472781556562168,6.435950708879529,1.4278292542947941,1.0,0.0,1,1,1,Young_Hustlers
Female,25.0,2.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Have now,Yes - sometimes,No,Yes - always,12.948012371209098,10.463131911491967,15.43291683846023,2.4848804597171306,0.7879314730605265,1.0,0.0,1,0,1,Young_Hustlers
Female,52.0,4.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Have now,No,Have now,Yes - sometimes,No,No,10.239995502805316,8.517393171418904,8.853808274977197,1.7226023313864118,1.0391916726052814,2.0,0.0,1,0,1,Young_Hustlers
Male,27.0,8.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Never had,No,Have now,No,No,No,13.025854679664231,11.982935344196433,15.511126350125648,1.0429193354677988,0.7889137544856293,1.0,0.0,1,0,0,Young_Hustlers
Male,39.0,12.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,Yes - always,12.323860125621126,13.76421831620775,13.976779556623864,-1.4403581905866236,0.8228644936000666,2.0,1.0,1,1,1,Formal_High_Earners
Female,20.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Have now,Never had,Yes,Have now,Yes - always,Yes,No,9.61587214452889,8.987321812850125,8.006700845440367,0.6285503316787651,1.06763534279002,3.0,0.0,1,1,1,Young_Hustlers
Female,37.0,1.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,Yes - always,14.220976332738882,13.815511557963774,16.705882371415992,0.40546477477510834,0.8031780644661308,1.0,0.0,1,1,1,Young_Hustlers
Female,28.0,1.0,No,Never had,Never had,Never had,Never had,Don't know,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,No,Yes - always,13.304686600863562,12.899222326086994,9.90353755128617,0.405464274776568,1.22021743294626,2.0,0.0,0,0,1,Young_Hustlers
Female,58.0,2.0,No,Never had,Never had,Have now,Never had,No,No,No,Never had,Never had,No,Have now,Yes - sometimes,No,Yes - always,12.899222326086994,11.695255355062795,12.611541086966115,1.2039669710241991,0.9476680299219601,0.0,1.0,1,0,1,Formal_High_Earners
Female,32.0,1.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Never had,Yes - sometimes,No,No,11.289794413577894,8.699681400989514,9.210440366976517,2.5901130125883807,1.1057108222376302,0.0,0.0,0,0,1,Young_Hustlers
Male,33.0,3.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,No,Yes - always,13.304686600863562,12.611541086966115,11.918397239722838,0.6931455138974467,1.0299022668193638,1.0,0.0,1,0,0,Young_Hustlers
Male,31.0,5.0,No,Never had,Never had,Have now,Never had,No,No,No,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,Yes - always,14.23478060457566,13.304686600863562,16.719675692787295,0.9300940037120977,0.8033318922631217,1.0,1.0,1,1,1,Formal_High_Earners
Female,27.0,4.0,No,Never had,Never had,Never had,Never had,Yes,Yes,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,Yes - always,13.641158361294979,15.894952224644102,16.12606391981384,-2.2537938633491237,0.796514507079059,2.0,1.0,1,0,1,Formal_High_Earners
Male,52.0,18.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,No,13.304686600863562,12.899222326086994,14.690979711984754,0.405464274776568,0.8479194317421401,1.0,1.0,1,0,1,Mature_Informal
Male,22.0,5.0,No,Never had,Never had,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,Yes - always,13.161586013632684,9.61587214452889,15.646490900602007,3.5457138691037944,0.7906522817464614,2.0,1.0,1,1,1,Young_Hustlers
Female,36.0,1.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Have now,No,Have now,Yes - sometimes,No,Yes - always,14.508658238524095,15.894952224644102,16.562781536322326,-1.3862939861200072,0.8261025287206432,2.0,0.0,1,0,1,Young_Hustlers
Male,30.0,5.0,No,Never had,Never had,Never had,Never had,Yes,No,No,Never had,Never had,Yes,Have now,Yes - sometimes,No,No,12.611541086966115,12.25486757159303,15.096444681204078,0.35667351537308534,0.7834985511858215,1.0,1.0,1,0,1,Formal_High_Earners
Male,32.0,2.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,Yes - always,14.425276673063282,15.894952224644102,16.705882371415992,-1.4696755515808206,0.8147166218810505,1.0,1.0,1,1,1,Formal_High_Earners
Male,31.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,No,Yes - always,13.710151153416941,8.517393171418904,10.308985993422082,5.192757981998037,1.212323647884214,2.0,0.0,1,0,0,Young_Hustlers
Female,35.0,6.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - always,Yes,Yes - always,12.506180941677357,14.45736497045232,14.978661680269907,-1.9511840287749624,0.7826801262786425,2.0,0.0,0,1,1,Young_Hustlers
Female,49.0,7.0,No,Used to have but don't have now,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,No,No,Yes - always,12.206077645517674,14.45736497045232,14.914123179965662,-2.251287324934646,0.7669965544117405,2.0,0.0,0,0,0,Mature_Informal
Male,26.0,5.0,No,Never had,Never had,Used to have but don't have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,Yes - always,13.579789490265188,9.472781556562168,9.61587214452889,4.10700793370302,1.279196782457842,2.0,0.0,1,0,1,Young_Hustlers
Female,28.0,1.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,No,12.206077645517674,10.308985993422082,14.914123179965662,1.8970916520955914,0.7669965544117405,1.0,1.0,1,1,1,Young_Hustlers
Male,24.0,3.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Have now,No,Have now,Yes - sometimes,Yes,Yes - always,12.100717685412471,13.45883704259595,13.567050480716235,-1.3581193571834795,0.8306909968789715,2.0,0.0,1,1,1,Young_Hustlers
Female,42.0,7.0,Yes,Have now,Never had,Have now,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,Yes - always,14.914123179965662,12.429220196836383,17.011936294903045,2.4849029831292793,0.8280133204882592,2.0,3.0,1,0,1,Formal_High_Earners
Male,28.0,4.0,No,Never had,Never had,Have now,Have now,No,No,No,Never had,Never had,No,Never had,Yes - sometimes,Yes,Yes - always,13.304686600863562,11.849404844423074,15.789591722875162,1.4552817564404883,0.7924365774026801,0.0,1.0,0,1,1,Formal_High_Earners
Female,45.0,4.0,No,Never had,Never had,Never had,Never had,No,No,No,Have now,Never had,Yes,Never had,No,No,No,12.999067423500716,12.429220196836383,12.999067423500716,0.5698472266643329,0.9285666702110981,2.0,0.0,0,0,0,Young_Hustlers
Male,42.0,15.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Have now,No,Have now,No,Yes,No,12.429220196836383,12.206077645517674,12.429220196836383,0.22314255131870908,0.9255355124614326,2.0,0.0,1,1,0,Mature_Informal
Male,24.0,2.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Used to have but don't have now,No,Used to have but don't have now,Yes - sometimes,No,Yes - always,11.695255355062795,11.225256725762893,11.695255355062795,0.46999862929990144,0.9212304146681692,1.0,0.0,0,0,1,Young_Hustlers
Male,24.0,12.0,Yes,Have now,Never had,Have now,Never had,Yes,No,Yes,Never had,Never had,No,Have now,No,No,Yes - always,14.953343880298434,12.628070334272698,17.011936294903045,2.325273546025736,0.8301908043351163,1.0,3.0,1,0,0,Formal_High_Earners
Female,28.0,1.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,Yes,Have now,No,Yes,Yes - always,13.304686600863562,12.611541086966115,13.270785106659046,0.6931455138974467,0.9323023576786478,4.0,0.0,1,1,0,Young_Hustlers
Male,49.0,20.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Never had,No,Never had,Yes - sometimes,No,No,10.645448706505872,12.765691290604371,12.948012371209098,-2.1202425840984986,0.7632233484736335,1.0,0.0,0,0,1,Mature_Informal
