Gender,customer_age,years_in_operation,has_insurance,active_loan_holder,has_internet_banking,has_debit_card,credit_card_ownership,compliance_income_tax,current_problem_cash_flow,liquidity_constraint,uses_informal_lender,uses_friends_family_savings,funding_access_barrier,mobile_wallet_access,extends_customer_credit,inventory_shrinkage_risk,financial_tracking,log_gross_income,log_operating_expense,log_business_sales,profit_margin,revenue_efficiency,financial_stress_score,formality_score,digital_access_score,insurance_gap,extends_credit,subcluster
Female,41.0,4.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,No,5.5254529391317835,7.496097345175956,7.0909098220799835,-1.9706444060441726,0.6829210880651392,5.0,0.0,1,1,0,Severely_Distressed
Male,36.0,13.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,3.4339872044851463,5.5254529391317835,5.993961427306569,-2.091465734646637,0.490993157479795,2.5,0.0,1,0,1,Lower_Stress_Informal
Male,80.0,30.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,4.61512051684126,7.0909098220799835,8.006700845440367,-2.475789305238724,0.5124096598786957,5.0,0.0,1,0,1,Veteran_Survivors
Male,51.0,21.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,4.2626798770413155,6.293419278846481,6.734591659972948,-2.0307394018051657,0.5511189296651536,5.0,0.0,1,0,1,Veteran_Survivors
Female,38.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,5.993961427306569,10.896757843893464,11.407576060361786,-4.902796416586895,0.48308883202863034,5.0,0.0,1,1,1,Severely_Distressed
Male,19.0,0.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - sometimes,4.61512051684126,6.580639137284949,9.287394001418473,-1.9655186204436896,0.44861901043207886,5.0,0.0,1,0,0,Severely_Distressed
Female,27.0,0.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,No,3.258096538021482,4.795790545596741,5.198497031265826,-1.5376940075752592,0.5256268610902488,5.0,0.0,1,1,0,Severely_Distressed
Male,54.0,10.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - always,6.55250788703459,8.699681400989514,9.798182590890704,-2.1471735139549235,0.6068158073713492,5.0,0.0,1,0,0,Veteran_Survivors
Male,30.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - always,5.017279836814924,6.985641817639208,8.006700845440367,-1.9683619808242838,0.557060784288724,5.0,0.0,1,0,1,Severely_Distressed
Female,38.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,3.9318256327243257,5.8888779583328805,6.8679744089702925,-1.9570523256085548,0.4997252695994593,5.0,0.0,1,1,1,Severely_Distressed
Female,47.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,4.394449154672439,6.580639137284949,7.496097345175956,-2.18618998261251,0.5172314977261397,5.0,0.0,1,1,1,Severely_Distressed
Female,29.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - always,8.160803920954665,7.560601162768557,8.343077871169383,0.600202758186108,0.8734599061982619,5.0,0.0,1,1,1,Severely_Distressed
Male,37.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,5.993961427306569,8.517393171418904,8.517393171418904,-2.523431744112335,0.6297902502658674,5.0,0.0,1,0,1,Severely_Distressed
Male,36.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - sometimes,4.61512051684126,6.660575149839686,7.0909098220799835,-2.0454546329984264,0.5704081022194387,5.0,0.0,1,0,0,Severely_Distressed
Male,50.0,17.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,5.707110264748875,7.496097345175956,8.188966863648876,-1.7889870804270807,0.6210829083872244,5.0,0.0,1,0,1,Veteran_Survivors
Male,38.0,0.0,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - sometimes,5.707110264748875,10.673618922112436,10.961295207644392,-4.96650865736356,0.4771314615746207,5.0,1.6666666666666665,1,0,0,Emerging_Formal
Female,35.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,3.9318256327243257,8.188966863648876,8.594339400592892,-4.2571412309245495,0.4098068109286768,5.0,0.0,1,0,0,Severely_Distressed
Female,30.0,4.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,3.9318256327243257,7.783640596221253,8.188966863648876,-3.851814963496927,0.4278854947533269,5.0,0.0,1,0,1,Severely_Distressed
Male,54.0,0.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - always,No,Yes - always,3.9318256327243257,7.353081920515432,6.580639137284949,-3.4212562877911066,0.5186667722231838,2.5,0.0,1,0,1,Lower_Stress_Informal
Female,53.0,0.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,3.713572066704308,5.484796933490655,6.175867270105761,-1.7712248667863468,0.5175084664922427,2.5,0.0,1,0,1,Lower_Stress_Informal
Female,40.0,11.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,6.580639137284949,7.0909098220799835,8.006700845440367,-0.5102706847950342,0.7306381382275388,2.5,0.0,1,0,1,Lower_Stress_Informal
Male,47.0,20.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,3.9318256327243257,7.273092595999522,7.783640596221253,-3.341266963275196,0.4476305228626736,2.5,0.0,1,1,1,Veteran_Survivors
Female,28.0,4.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,5.017279836814924,6.580639137284949,7.496097345175956,-1.563359300470025,0.5905393538909617,5.0,0.0,1,0,1,Severely_Distressed
Female,40.0,4.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,3.044522437723423,5.1298987149230735,5.484796933490655,-2.0853762771996505,0.4694861641696171,2.5,0.0,1,0,0,Lower_Stress_Informal
Female,61.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,No,5.017279836814924,7.0909098220799835,8.006700845440367,-2.0736299852650593,0.557060784288724,2.5,0.0,1,1,0,Lower_Stress_Informal
Male,18.0,0.0,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Yes,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - always,5.017279836814924,7.0909098220799835,8.006700845440367,-2.0736299852650593,0.557060784288724,5.0,3.333333333333333,1,0,0,Emerging_Formal
Female,38.0,4.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - sometimes,5.707110264748875,7.496097345175956,8.188966863648876,-1.7889870804270807,0.6210829083872244,5.0,0.0,1,1,1,Severely_Distressed
Female,32.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,3.9318256327243257,7.0909098220799835,8.006700845440367,-3.159084189355658,0.4365444906183165,2.5,0.0,1,0,1,Lower_Stress_Informal
Female,39.0,13.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,3.044522437723423,5.484796933490655,6.398594934535208,-2.4402744957672318,0.41150008409193783,5.0,0.0,1,1,1,Severely_Distressed
Female,26.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,3.4339872044851463,5.6240175061873385,5.8888779583328805,-2.1900303017021923,0.4984828044937781,2.5,0.0,1,0,1,Lower_Stress_Informal
Female,35.0,0.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,4.110873864173311,6.175867270105761,5.484796933490655,-2.0649934059324497,0.633924840875549,5.0,0.0,1,0,1,Severely_Distressed
Female,32.0,9.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,3.58351893845611,6.985641817639208,8.188966863648876,-3.402122879183098,0.38998061388515215,2.5,0.0,1,0,1,Lower_Stress_Informal
Female,25.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,5.968707559985366,7.0909098220799835,8.006700845440367,-1.1222022620946177,0.6626963260367439,2.5,0.0,1,0,1,Lower_Stress_Informal
Female,31.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,5.564520407322694,8.738895704934043,8.738895704934043,-3.1743752976113493,0.5713707771306685,5.0,0.0,1,0,1,Severely_Distressed
Male,28.0,12.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,3.9318256327243257,8.594339400592892,8.188966863648876,-4.662513767868566,0.4278854947533269,5.0,0.0,1,0,0,Severely_Distressed
Male,53.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,4.795790545596741,6.90875477931522,7.824445930877619,-2.112964233718479,0.5434664774607311,5.0,0.0,1,0,1,Severely_Distressed
Male,65.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,6.111467339502679,7.313886831633462,8.699681400989514,-1.2024194921307831,0.6300688741054131,5.0,0.0,1,0,0,Veteran_Survivors
Male,40.0,8.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - always,4.61512051684126,10.753659849198824,10.896757843893464,-6.138539332357564,0.3879309453382018,5.0,0.0,1,1,1,Severely_Distressed
Male,43.0,5.0,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,Yes - sometimes,5.5254529391317835,7.353081920515432,8.188966863648876,-1.8276289813836488,0.6013138387722582,5.0,1.6666666666666665,1,0,0,Emerging_Formal
Male,45.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,8.071218539969863,7.0909098220799835,8.006700845440367,0.980308717889879,0.8961348532027583,2.5,0.0,1,0,1,Lower_Stress_Informal
Female,47.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,5.707110264748875,11.184435286790631,10.491301994830229,-5.4773250220417555,0.4966460952219707,2.5,0.0,1,1,1,Lower_Stress_Informal
Female,42.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,No,5.017279836814924,6.398594934535208,8.006700845440367,-1.3813150977202833,0.557060784288724,5.0,0.0,1,1,0,Severely_Distressed
Female,39.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,Yes - sometimes,4.61512051684126,9.105090961257085,9.575052927597383,-4.4899704444158255,0.43641583152717134,5.0,0.0,1,1,0,Severely_Distressed
Male,38.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,6.55250788703459,8.699681400989514,9.036106025364846,-2.1471735139549235,0.6528934499569901,2.5,0.0,1,0,1,Lower_Stress_Informal
Female,31.0,9.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - always,6.55250788703459,7.329749689041512,11.520903555205116,-0.7772418020069223,0.5233254819146514,2.5,0.0,1,0,0,Lower_Stress_Informal
Female,32.0,10.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,3.4339872044851463,7.0909098220799835,8.006700845440367,-3.6569226175948373,0.38127026348650167,2.5,0.0,1,1,1,Lower_Stress_Informal
Female,33.0,14.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,4.795790545596741,7.0909098220799835,8.006700845440367,-2.295119276483242,0.5324691724411614,2.5,0.0,1,0,1,Lower_Stress_Informal
Female,34.0,8.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,5.017279836814924,6.042632833682381,8.006700845440367,-1.0253529968674568,0.557060784288724,5.0,0.0,1,0,1,Severely_Distressed
Female,45.0,6.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,5.707110264748875,7.783640596221253,8.776630098427717,-2.0765303314723775,0.583750250064866,5.0,0.0,1,1,1,Severely_Distressed
Female,49.0,23.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,7.496097345175956,7.0909098220799835,8.006700845440367,0.4051875230959725,0.8322800405845441,2.5,0.0,1,0,1,Veteran_Survivors
Female,28.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,4.574710978503383,5.8888779583328805,6.175867270105761,-1.3141669798294977,0.6375133215689981,5.0,0.0,1,0,1,Severely_Distressed
Female,61.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,3.4339872044851463,5.484796933490655,4.795790545596741,-2.0508097290055085,0.5924967745934268,2.5,0.0,1,0,1,Lower_Stress_Informal
Female,36.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,3.9318256327243257,5.484796933490655,7.496097345175956,-1.552971300766329,0.4627802004830839,5.0,0.0,1,1,1,Severely_Distressed
Male,30.0,20.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - sometimes,6.7580945044277305,8.525359754082631,8.476579508530941,-1.7672652496549004,0.713136474858255,2.5,0.0,1,0,0,Lower_Stress_Informal
Female,41.0,12.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - always,No,No,5.1647859739235145,7.0909098220799835,7.644440761556566,-1.926123848156469,0.5974690690104879,5.0,0.0,1,0,1,Severely_Distressed
Female,44.0,10.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,4.61512051684126,7.0909098220799835,7.783640596221253,-2.475789305238724,0.525422285473144,5.0,0.0,1,0,1,Severely_Distressed
Male,32.0,0.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - sometimes,7.0909098220799835,8.188966863648876,9.575052927597383,-1.0980570415688922,0.6705318517673854,5.0,0.0,1,1,1,Severely_Distressed
Male,62.0,25.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,5.303304908059076,6.398594934535208,7.496097345175956,-1.0952900264761318,0.6242048192950929,5.0,0.0,1,0,0,Veteran_Survivors
Female,42.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,No,5.303304908059076,10.673618922112436,10.268165387743457,-5.37031401405336,0.47064492981506606,2.5,0.0,1,1,0,Lower_Stress_Informal
Female,28.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,3.9318256327243257,6.175867270105761,6.985641817639208,-2.2440416373814354,0.4923618818013415,5.0,0.0,1,0,1,Severely_Distressed
Female,40.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,4.61512051684126,6.293419278846481,5.707110264748875,-1.6782987620052214,0.6880937295898261,5.0,0.0,1,1,1,Severely_Distressed
Female,36.0,10.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - always,4.795790545596741,7.9658927350845286,7.273092595999522,-3.170102189487787,0.5796853461927599,5.0,0.0,1,0,0,Severely_Distressed
Male,38.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,No,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - always,8.006700845440367,8.962007209588313,9.575052927597383,-0.9553063641479458,0.7571310422991389,2.5,0.0,1,0,1,Lower_Stress_Informal
Female,30.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - always,6.90875477931522,7.560601162768557,8.881975184248867,-0.6518463834533366,0.6991269104103055,5.0,0.0,1,0,0,Severely_Distressed
Female,43.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,3.1354942159291497,4.890349128221754,4.795790545596741,-1.754854912292604,0.5409950879455592,2.5,0.0,1,0,1,Lower_Stress_Informal
Female,43.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,3.9318256327243257,5.484796933490655,7.0909098220799835,-1.552971300766329,0.48595593316272384,5.0,0.0,1,0,0,Severely_Distressed
Female,30.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,4.110873864173311,6.580639137284949,9.0642735958414,-2.469765273111638,0.40846205392030893,5.0,0.0,1,0,0,Severely_Distressed
Female,35.0,4.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - always,4.2626798770413155,6.398594934535208,8.594339400592892,-2.135915057493892,0.4442911282435869,5.0,0.0,1,1,1,Severely_Distressed
Male,25.0,0.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - always,5.707110264748875,6.175867270105761,8.476579508530941,-0.4687570053568857,0.6022331432571488,2.5,0.0,1,0,0,Lower_Stress_Informal
Female,41.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,5.5254529391317835,7.0909098220799835,8.881975184248867,-1.5654568829482,0.5591445876062251,5.0,0.0,1,0,0,Severely_Distressed
Male,22.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,5.017279836814924,7.273092595999522,8.188966863648876,-2.2558127591845976,0.5460113102228118,5.0,0.0,1,0,0,Severely_Distressed
Male,27.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,No,5.017279836814924,7.0909098220799835,8.006700845440367,-2.0736299852650593,0.557060784288724,5.0,0.0,1,1,0,Severely_Distressed
Female,31.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,4.394449154672439,7.273092595999522,9.169622538697624,-2.8786434413270827,0.43211526661393823,5.0,0.0,1,1,1,Severely_Distressed
Female,66.0,15.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Don't know,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,3.258096538021482,7.273092595999522,8.119993827725105,-4.01499605797804,0.3572476691943313,5.0,0.0,1,0,0,Veteran_Survivors
