Gender,customer_age,years_in_operation,has_insurance,active_loan_holder,has_internet_banking,has_debit_card,credit_card_ownership,compliance_income_tax,current_problem_cash_flow,liquidity_constraint,uses_informal_lender,uses_friends_family_savings,funding_access_barrier,mobile_wallet_access,extends_customer_credit,inventory_shrinkage_risk,financial_tracking,log_gross_income,log_operating_expense,log_business_sales,profit_margin,revenue_efficiency,financial_stress_score,formality_score,digital_access_score,insurance_gap,extends_credit,subcluster
Female,67.0,15.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Used to have but don't have now,Never had,Yes,Have now,No,Not Surveyed,No,6.2166061010848646,5.860786223465865,4.584967478670572,0.35581987761899914,1.1130962041993206,2.0,0.0,1,0,0,Established_Formal
Female,52.0,1.0,No,Never had,Never had,Used to have but don't have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,7.313886831633462,7.0909098220799835,7.313886831633462,0.2229770095534782,0.8797193153754385,2.0,0.0,1,0,1,Young_Mainstream
Female,33.0,0.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,Yes,Have now,No,Not Surveyed,Yes - always,7.601402334583733,8.802522498284421,9.680406499268875,-1.201120163700688,0.711714702535347,4.0,0.0,1,0,0,Young_Mainstream
Female,32.0,0.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Used to have but don't have now,Yes,Have now,Yes - sometimes,Not Surveyed,No,6.111467339502679,5.860786223465865,6.85751406254539,0.2506811160368132,0.7777863699454721,2.0,0.0,1,0,1,Young_Mainstream
Male,54.0,2.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Have now,Have now,Yes,Never had,No,Not Surveyed,Yes - sometimes,7.937731775260109,7.8636512654486515,8.517393171418904,0.07408050981145742,0.8340237323700592,4.0,1.0,0,0,0,Young_Mainstream
Male,50.0,15.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,8.699681400989514,10.308985993422082,11.002116507732017,-1.6093045924325686,0.7248456049718394,3.0,0.0,0,0,1,Established_Formal
Female,36.0,2.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,7.601402334583733,9.210440366976517,10.463131911491967,-1.6090380323927835,0.663117409210236,3.0,0.0,0,0,1,Young_Mainstream
Male,55.0,1.0,No,Have now,Never had,Have now,Never had,No,No,No,Never had,Never had,Yes,Have now,Yes - always,Not Surveyed,Yes - sometimes,11.156264806643742,12.206077645517674,12.948012371209098,-1.0498128388739314,0.7998462081717131,1.0,1.0,1,0,1,Established_Formal
Female,61.0,11.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,6.90875477931522,7.313886831633462,7.824445930877619,-0.40513205231824134,0.7829108856728099,3.0,0.0,1,0,1,Young_Mainstream
Female,43.0,8.0,No,Never had,Never had,Have now,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,7.824445930877619,10.778977123006351,11.184435286790631,-2.954531192128732,0.6421673017017246,3.0,1.0,1,0,1,Young_Mainstream
Female,33.0,5.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,7.8636512654486515,8.517393171418904,8.987321812850125,-0.6537419059702527,0.7873633605488645,3.0,0.0,0,0,1,Young_Mainstream
Male,34.0,5.0,No,Used to have but don't have now,Have now,Used to have but don't have now,Never had,No,Yes,Yes,Never had,Used to have but don't have now,Yes,Have now,No,Not Surveyed,Yes - always,7.313886831633462,7.313886831633462,8.517393171418904,0.0,0.7684758525682582,3.0,1.0,2,0,0,Young_Mainstream
Male,37.0,4.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Have now,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,5.303304908059076,6.68586094706836,7.0909098220799835,-1.382556039009284,0.6554645923238978,4.0,0.0,1,0,1,Young_Mainstream
Male,40.0,5.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,7.824445930877619,8.294299608857235,6.90875477931522,-0.4698536779796161,0.9893398074930703,2.0,1.0,1,0,1,Young_Mainstream
Female,34.0,10.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - always,8.006700845440367,6.2166061010848646,8.517393171418904,1.7900947443555024,0.8412703669198827,2.0,1.0,1,0,1,Young_Mainstream
Female,48.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,7.8636512654486515,8.006700845440367,8.987321812850125,-0.14304957999171553,0.7873633605488645,2.0,0.0,0,0,1,Young_Mainstream
Male,46.0,7.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Yes - sometimes,Not Surveyed,No,8.517393171418904,10.308985993422082,11.695255355062795,-1.791592822003178,0.6709115282208339,2.0,0.0,1,0,1,Young_Mainstream
Male,56.0,3.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,7.313886831633462,7.313886831633462,8.517393171418904,0.0,0.7684758525682582,3.0,0.0,1,0,1,Young_Mainstream
Female,47.0,1.0,No,Have now,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - always,7.313886831633462,7.601402334583733,8.922791623969637,-0.2875155029502716,0.7370795547057476,2.0,1.0,1,0,1,Young_Mainstream
Male,37.0,13.0,No,Never had,Never had,Have now,Never had,Yes,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,8.987321812850125,8.517393171418904,10.819798284210286,0.4699286414312205,0.7603616911852056,3.0,2.0,0,0,1,Established_Formal
Female,42.0,5.0,No,Used to have but don't have now,Have now,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - sometimes,7.824445930877619,8.517393171418904,12.765691290604371,-0.6929472405412849,0.5684019614923453,2.0,2.0,2,0,0,Established_Formal
Male,46.0,13.0,No,Never had,Never had,Have now,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,Yes - always,9.61587214452889,7.313886831633462,8.699681400989514,2.301985312895428,0.9913595866713649,3.0,1.0,0,0,0,Established_Formal
Female,32.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Used to have but don't have now,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,7.824445930877619,8.294299608857235,9.546884034617925,-0.4698536779796161,0.7418727564648975,2.0,0.0,1,0,1,Young_Mainstream
Female,41.0,2.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,6.68586094706836,5.707110264748875,6.68586094706836,0.9787506823194843,0.8698909586203959,3.0,0.0,0,0,1,Young_Mainstream
Female,38.0,0.0,No,Never had,Have now,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,No,8.987321812850125,9.392745258631441,9.862717639992917,-0.4054234457813166,0.8273548213903482,2.0,1.0,2,0,0,Young_Mainstream
Female,52.0,3.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Used to have but don't have now,Yes - sometimes,Not Surveyed,Yes - sometimes,8.006700845440367,7.438971592395862,8.006700845440367,0.5677292530445053,0.8889715538285865,3.0,0.0,0,0,1,Young_Mainstream
Female,44.0,10.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,8.38958706681109,5.942799375126701,7.00397413672268,2.4467876916843894,1.0481776831735623,2.0,0.0,0,0,1,Young_Mainstream
Female,32.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,7.3783837129967145,7.0909098220799835,7.937731775260109,0.2874738909167309,0.8255320139971405,2.0,0.0,0,0,1,Young_Mainstream
Female,58.0,1.0,No,Don't know,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,5.993961427306569,5.303304908059076,8.517393171418904,0.6906565192474936,0.6297902502658674,3.0,0.0,0,0,1,Young_Mainstream
Female,37.0,6.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,No,7.601402334583733,5.993961427306569,7.313886831633462,1.607440907277164,0.9143018769104724,2.0,0.0,0,0,0,Young_Mainstream
Male,66.0,27.0,Yes,Never had,Have now,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - always,8.517393171418904,10.819798284210286,11.362114203075018,-2.302405112791382,0.6889916264727795,2.0,3.0,1,0,1,Established_Formal
Male,52.0,10.0,No,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,Never had,No,No,Yes,Used to have but don't have now,Have now,Yes,Have now,No,Not Surveyed,Yes - always,8.987321812850125,12.765691290604371,13.122365377402328,-3.7783694777542465,0.6363892713915362,3.0,0.0,1,0,0,Established_Formal
Female,68.0,3.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Used to have but don't have now,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,6.398594934535208,5.860786223465865,6.2166061010848646,0.5378087110693421,0.8866487715843759,2.0,0.0,0,0,1,Young_Mainstream
Male,28.0,1.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Used to have but don't have now,Yes,Never had,No,Not Surveyed,Yes - always,7.313886831633462,9.61587214452889,10.596659732783579,-2.301985312895428,0.6306890949776871,2.0,0.0,0,0,0,Young_Mainstream
Female,58.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,7.601402334583733,9.392745258631441,9.61587214452889,-1.791342924047708,0.7160412475861697,2.0,0.0,0,0,1,Young_Mainstream
Female,57.0,12.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,No,7.313886831633462,8.294299608857235,7.313886831633462,-0.9804127772237736,0.8797193153754385,2.0,0.0,1,0,0,Established_Formal
Female,47.0,13.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,No,Not Surveyed,No,6.2166061010848646,6.55250788703459,6.90875477931522,-0.33590178594972553,0.7860410740441657,1.0,0.0,0,0,0,Young_Mainstream
Male,34.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,7.313886831633462,12.570719231334277,12.793862088206213,-5.256832399700815,0.5302276320340228,2.0,0.0,1,0,0,Young_Mainstream
Male,31.0,1.0,No,Never had,Have now,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,6.90875477931522,7.313886831633462,8.294299608857235,-0.40513205231824134,0.7433324801291482,3.0,1.0,2,0,1,Young_Mainstream
Male,40.0,2.0,No,Never had,Have now,Have now,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - always,11.289794413577894,11.082157933374816,9.61587214452889,0.20763648020307812,1.0634825156024816,2.0,3.0,2,0,1,Established_Formal
Male,46.0,3.0,No,Never had,Have now,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,10.308985993422082,11.762913458369663,14.786289853910306,-1.453927464947581,0.6530341257397171,2.0,2.0,2,0,0,Established_Formal
Female,52.0,24.0,No,Used to have but don't have now,Never had,Have now,Never had,No,No,Yes,Never had,Used to have but don't have now,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,8.131824785007195,8.160803920954665,8.962007209588313,-0.028979135947469814,0.8162837683133185,2.0,1.0,1,0,1,Established_Formal
Female,49.0,4.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Have now,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,6.90875477931522,7.550135342488429,8.006700845440367,-0.6413805631732084,0.7670683081266955,4.0,0.0,1,0,1,Young_Mainstream
Female,29.0,2.0,No,Never had,Never had,Have now,Never had,Yes,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - always,6.90875477931522,10.896757843893464,11.472113887062386,-3.988003064578244,0.5539361524337773,3.0,2.0,0,0,1,Young_Mainstream
Female,31.0,2.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,6.2166061010848646,10.668978650219241,10.915106645867503,-4.452372549134377,0.5217415408733215,3.0,0.0,1,0,0,Young_Mainstream
Female,41.0,1.0,No,Never had,Never had,Used to have but don't have now,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,7.313886831633462,6.90875477931522,7.601402334583733,0.40513205231824134,0.8503133032420136,3.0,0.0,1,0,1,Young_Mainstream
Female,71.0,13.0,No,Never had,Never had,Have now,Never had,Yes,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,8.006700845440367,9.99884318585288,10.308985993422082,-1.9921423404125136,0.7079945850226976,3.0,2.0,1,0,1,Established_Formal
Female,68.0,13.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,8.987321812850125,6.398594934535208,9.105090961257085,2.588726878314917,0.8893855431195536,2.0,0.0,0,0,1,Established_Formal
Male,37.0,11.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Used to have but don't have now,Used to have but don't have now,Yes,Have now,No,Not Surveyed,No,8.006700845440367,10.373522431293592,11.097425172408931,-2.3668215858532253,0.6618516528377925,2.0,0.0,1,0,0,Young_Mainstream
Male,46.0,5.0,No,Never had,Never had,Never had,Never had,Yes,Yes,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,Yes - always,7.313886831633462,8.006700845440367,9.305741456739435,-0.6928140138069052,0.7096905023607544,3.0,1.0,0,0,0,Young_Mainstream
Female,32.0,0.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,7.824445930877619,6.90875477931522,8.699681400989514,0.9156911515623989,0.8066704056980065,2.0,0.0,1,0,1,Young_Mainstream
Female,59.0,10.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Have now,Have now,Yes,Never had,Yes - sometimes,Not Surveyed,No,8.699681400989514,4.795790545596741,5.707110264748875,3.9038908553927723,1.2970834021789028,5.0,0.0,0,0,1,Young_Mainstream
Male,38.0,9.0,Yes,Never had,Have now,Have now,Never had,Yes,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - always,10.915106645867503,9.852246888342531,10.819798284210286,1.062859757524972,0.9234596380928655,2.0,4.0,1,0,1,Established_Formal
Male,40.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,6.803505257608338,7.496097345175956,8.412054873292933,-0.6925920875676184,0.7228501479430964,2.0,0.0,1,0,1,Young_Mainstream
Female,42.0,0.0,No,Never had,Have now,Have now,Never had,No,No,No,Have now,Never had,Yes,Have now,No,Not Surveyed,Yes - always,8.517393171418904,9.210440366976517,9.61587214452889,-0.6930471955576127,0.8023262766788802,2.0,2.0,2,0,0,Established_Formal
Female,46.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,No,6.2166061010848646,7.0909098220799835,7.313886831633462,-0.874303720995119,0.7477376378797141,2.0,0.0,1,0,0,Young_Mainstream
Female,52.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,7.496097345175956,8.006700845440367,9.305741456739435,-0.5106035002644109,0.7273709879723294,2.0,0.0,0,0,1,Young_Mainstream
Female,33.0,1.0,No,Never had,Never had,Have now,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,6.111467339502679,6.90875477931522,7.0909098220799835,-0.7972874398125418,0.7553498276330516,3.0,1.0,1,0,1,Young_Mainstream
Female,42.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,7.00397413672268,7.0909098220799835,9.488047863280759,-0.08693568535730378,0.66780531782697,2.0,0.0,0,0,1,Young_Mainstream
Female,44.0,1.0,No,Have now,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,7.741099090035366,12.100717685412471,12.611541086966115,-4.359618595377105,0.5687158449272098,3.0,0.0,1,0,0,Young_Mainstream
Female,52.0,34.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,6.398594934535208,7.244941546337007,7.824445930877619,-0.846346611801799,0.7250987750002392,2.0,0.0,1,0,1,Established_Formal
Male,53.0,3.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,7.783640596221253,8.006700845440367,11.002116507732017,-0.22306024921911405,0.6485223328074566,2.0,0.0,1,0,1,Young_Mainstream
Male,49.0,5.0,No,Never had,Never had,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,8.006700845440367,9.210440366976517,9.952325334619427,-1.20373952153615,0.7310503113098571,2.0,1.0,1,0,1,Established_Formal
Female,53.0,5.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,7.313886831633462,7.170888478512505,7.601402334583733,0.14299835312095688,0.8503133032420136,1.0,0.0,0,0,1,Young_Mainstream
Female,38.0,0.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Used to have but don't have now,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,9.61587214452889,7.824445930877619,8.160803920954665,1.7914262136512704,1.0496755773293314,2.0,1.0,1,0,1,Young_Mainstream
Male,43.0,9.0,No,Never had,Never had,Have now,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,6.90875477931522,8.517393171418904,9.210440366976517,-1.6086383921036838,0.6766363184158157,3.0,1.0,1,0,0,Young_Mainstream
Female,37.0,0.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,9.15915233520675,8.699681400989514,9.04793908261736,0.4594709342172365,0.9115453686469711,3.0,0.0,0,0,1,Young_Mainstream
Female,45.0,2.0,Yes,Never had,Have now,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,Yes - always,Not Surveyed,Yes - always,10.463131911491967,12.570719231334277,12.948012371209098,-2.1075873198423096,0.7501521817610031,2.0,3.0,2,0,1,Established_Formal
Female,25.0,0.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Used to have but don't have now,Yes,Never had,No,Not Surveyed,No,8.294299608857235,7.601402334583733,8.294299608857235,0.692897274273502,0.892407169761665,2.0,0.0,0,0,0,Young_Mainstream
Male,29.0,4.0,No,Have now,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - always,6.2166061010848646,7.0909098220799835,7.824445930877619,-0.874303720995119,0.7044755160584459,3.0,0.0,0,0,1,Young_Mainstream
Female,51.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - always,6.68586094706836,10.819798284210286,11.184435286790631,-4.133937337141926,0.548721445820031,2.0,0.0,0,0,1,Young_Mainstream
Male,47.0,2.0,No,Never had,Never had,Have now,Have now,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,8.160803920954665,8.853808274977197,11.744045122410057,-0.6930043540225324,0.6403621332605072,3.0,1.0,1,0,1,Young_Mainstream
Female,52.0,1.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Have now,Never had,Yes,Have now,No,Not Surveyed,No,6.90875477931522,8.853808274977197,9.210440366976517,-1.945053495661977,0.6766363184158157,4.0,0.0,1,0,0,Young_Mainstream
Male,44.0,4.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,7.0909098220799835,10.239995502805316,10.859018228147887,-3.1490856807253325,0.5979339676913057,3.0,0.0,1,0,1,Young_Mainstream
Female,53.0,4.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,Yes - always,8.412054873292933,9.61587214452889,10.085850775128717,-1.2038172712359572,0.758810040287166,2.0,0.0,0,0,0,Young_Mainstream
Female,45.0,10.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,Yes,Never had,No,Not Surveyed,No,8.160803920954665,9.525224101853109,10.214678610538817,-1.3644201808984437,0.7276895044754719,4.0,0.0,0,0,0,Young_Mainstream
Female,72.0,30.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Have now,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,6.398594934535208,5.303304908059076,4.584967478670572,1.0952900264761318,1.1456816819385147,3.0,0.0,1,0,1,Established_Formal
Female,54.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Used to have but don't have now,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - always,7.313886831633462,6.398594934535208,6.398594934535208,0.9152918970982542,0.9885507851624171,2.0,0.0,1,0,1,Young_Mainstream
Male,44.0,4.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Used to have but don't have now,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,7.601402334583733,5.993961427306569,7.601402334583733,1.607440907277164,0.8837398878576704,3.0,0.0,1,0,1,Young_Mainstream
Female,35.0,7.0,No,Have now,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - always,Not Surveyed,No,7.313886831633462,7.824445930877619,8.517393171418904,-0.5105590992441575,0.7684758525682582,2.0,0.0,1,0,1,Young_Mainstream
Female,39.0,4.0,No,Never had,Never had,Used to have but don't have now,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,7.0909098220799835,9.798182590890704,10.308985993422082,-2.7072727688107205,0.6270155278470094,3.0,0.0,1,0,1,Young_Mainstream
Female,71.0,7.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,No,7.601402334583733,8.160803920954665,9.105090961257085,-0.5594015863709316,0.7522349243294798,2.0,1.0,1,0,0,Established_Formal
Female,42.0,10.0,No,Have now,Never had,Have now,Have now,No,Yes,Yes,Used to have but don't have now,Never had,Yes,Have now,No,Not Surveyed,Yes - always,8.853808274977197,8.006700845440367,11.695255355062795,0.8471074295368304,0.6974108064274855,3.0,1.0,1,0,0,Established_Formal
Male,46.0,2.0,No,Have now,Never had,Have now,Have now,No,Yes,Yes,Used to have but don't have now,Never had,Yes,Have now,No,Not Surveyed,Yes - always,9.02653771890043,8.493105395887147,11.972885071473847,0.5334323230132831,0.6958003303944268,3.0,1.0,1,0,0,Young_Mainstream
